input,target,lang,plural
les tigres frappe les garçons,les tigres a frappé les garçons,fr,True
le tigre regarde le oiseau,le tigre a regardé le oiseau,fr,False
de leeuw zoent de aap,de leeuw heeft de aap gezoend,nl,False
de tijgers achtervolgt de kinderen,de tijgers heeft de kinderen achtervolgd,nl,True
le fille suit le docteur,le fille a suivi le docteur,fr,False
de paarden volgt de mannen,de paarden heeft de mannen gevolgd,nl,True
les hommes repousse les professeurs,les hommes a repoussé les professeurs,fr,True
de jongens helpt de vogels,de jongens heeft de vogels geholpen,nl,True
de vogels mag de jongens,de vogels heeft de jongens gemogen,nl,True
de vijand observeert de tijger,de vijand heeft de tijger geobserveerd,nl,False
de apen mag de vijanden,de apen heeft de vijanden gemogen,nl,True
les éléphants sauve les garçons,les éléphants a sauvé les garçons,fr,True
les chevaux attaque les souris,les chevaux a attaqué les souris,fr,True
le chat mange le loup,le chat a mangé le loup,fr,False
de paard verzorgt de vos,de paard heeft de vos verzorgd,nl,False
de paarden zoent de vijanden,de paarden heeft de vijanden gezoend,nl,True
le oiseau observe le renard,le oiseau a observé le renard,fr,False
les renards poursuit les chiens,les renards a poursuivi les chiens,fr,True
de vrienden bekijkt de vossen,de vrienden heeft de vossen bekeken,nl,True
le professeur chasse le chat,le professeur a chassé le chat,fr,False
de honden bekijkt de vogels,de honden heeft de vogels bekeken,nl,True
les filles frappe les chevaux,les filles a frappé les chevaux,fr,True
le ennemi voit le chat,le ennemi a vu le chat,fr,False
le docteur observe le professeur,le docteur a observé le professeur,fr,False
les hommes observe les chats,les hommes a observé les chats,fr,True
les docteurs voit les chiens,les docteurs a vu les chiens,fr,True
de paarden mag de apen,de paarden heeft de apen gemogen,nl,True
le femme observe le enfant,le femme a observé le enfant,fr,False
de muis slaat de vogel,de muis heeft de vogel geslagen,nl,False
de leraars bekijkt de vrienden,de leraars heeft de vrienden bekeken,nl,True
le fille chasse le garçon,le fille a chassé le garçon,fr,False
le fille soigne le ennemi,le fille a soigné le ennemi,fr,False
de hond slaat de leraar,de hond heeft de leraar geslagen,nl,False
de vossen verzorgt de kinderen,de vossen heeft de kinderen verzorgd,nl,True
de meisjes duwt de honden,de meisjes heeft de honden geduwd,nl,True
le souris attaque le enfant,le souris a attaqué le enfant,fr,False
les enfants cherche les souris,les enfants a cherché les souris,fr,True
de paarden observeert de vogels,de paarden heeft de vogels geobserveerd,nl,True
les chats repousse les amis,les chats a repoussé les amis,fr,True
les ennemis aime les tigres,les ennemis a aimé les tigres,fr,True
de vrouw redt de muis,de vrouw heeft de muis gered,nl,False
de vos slaat de kind,de vos heeft de kind geslagen,nl,False
de vriend observeert de leeuw,de vriend heeft de leeuw geobserveerd,nl,False
de leeuwen jaagt de apen,de leeuwen heeft de apen gejaagd,nl,True
de vriend achtervolgt de meisje,de vriend heeft de meisje achtervolgd,nl,False
de tijgers observeert de meisjes,de tijgers heeft de meisjes geobserveerd,nl,True
de vossen volgt de meisjes,de vossen heeft de meisjes gevolgd,nl,True
le fille embrasse le cheval,le fille a embrassé le cheval,fr,False
les éléphants cherche les chiens,les éléphants a cherché les chiens,fr,True
le docteur porte le oiseau,le docteur a porté le oiseau,fr,False
les femmes repousse les amis,les femmes a repoussé les amis,fr,True
le singe voit le enfant,le singe a vu le enfant,fr,False
de leeuwen helpt de kinderen,de leeuwen heeft de kinderen geholpen,nl,True
le chien soigne le fille,le chien a soigné le fille,fr,False
de hond zoent de leeuw,de hond heeft de leeuw gezoend,nl,False
le homme attaque le garçon,le homme a attaqué le garçon,fr,False
les hommes regarde les garçons,les hommes a regardé les garçons,fr,True
de jongens zoekt de katten,de jongens heeft de katten gezocht,nl,True
le ennemi aide le fille,le ennemi a aidé le fille,fr,False
de vriend bekijkt de jongen,de vriend heeft de jongen bekeken,nl,False
de apen valt de kinderen,de apen heeft de kinderen aangevallen,nl,True
de vrouwen zoekt de dokters,de vrouwen heeft de dokters gezocht,nl,True
les renards embrasse les amis,les renards a embrassé les amis,fr,True
le femme regarde le garçon,le femme a regardé le garçon,fr,False
de kinderen eet de jongens,de kinderen heeft de jongens gegeten,nl,True
de vogels bekijkt de vrouwen,de vogels heeft de vrouwen bekeken,nl,True
de leraar achtervolgt de leeuw,de leraar heeft de leeuw achtervolgd,nl,False
le loup ignore le fille,le loup a ignoré le fille,fr,False
les enfants suit les docteurs,les enfants a suivi les docteurs,fr,True
de vrienden duwt de leraars,de vrienden heeft de leraars geduwd,nl,True
de vogels redt de vijanden,de vogels heeft de vijanden gered,nl,True
de jongens negeert de paarden,de jongens heeft de paarden genegeerd,nl,True
le cheval embrasse le éléphant,le cheval a embrassé le éléphant,fr,False
de muis zoekt de hond,de muis heeft de hond gezocht,nl,False
les chevaux poursuit les professeurs,les chevaux a poursuivi les professeurs,fr,True
de vossen draagt de olifanten,de vossen heeft de olifanten gedragen,nl,True
de meisje ziet de leraar,de meisje heeft de leraar gezien,nl,False
le ennemi aime le ami,le ennemi a aimé le ami,fr,False
le cheval frappe le renard,le cheval a frappé le renard,fr,False
de muizen negeert de vossen,de muizen heeft de vossen genegeerd,nl,True
le chat mange le oiseau,le chat a mangé le oiseau,fr,False
de meisjes achtervolgt de honden,de meisjes heeft de honden achtervolgd,nl,True
de tijger ziet de kind,de tijger heeft de kind gezien,nl,False
de kind zoekt de tijger,de kind heeft de tijger gezocht,nl,False
de paarden draagt de vogels,de paarden heeft de vogels gedragen,nl,True
le oiseau embrasse le garçon,le oiseau a embrassé le garçon,fr,False
de dokter volgt de man,de dokter heeft de man gevolgd,nl,False
les chats poursuit les amis,les chats a poursuivi les amis,fr,True
le renard porte le souris,le renard a porté le souris,fr,False
le homme sauve le éléphant,le homme a sauvé le éléphant,fr,False
de aap ziet de meisje,de aap heeft de meisje gezien,nl,False
de muizen helpt de vrienden,de muizen heeft de vrienden geholpen,nl,True
les chats embrasse les garçons,les chats a embrassé les garçons,fr,True
les hommes poursuit les souris,les hommes a poursuivi les souris,fr,True
les hommes ignore les filles,les hommes a ignoré les filles,fr,True
les tigres regarde les éléphants,les tigres a regardé les éléphants,fr,True
les docteurs repousse les chats,les docteurs a repoussé les chats,fr,True
de meisjes redt de jongens,de meisjes heeft de jongens gered,nl,True
les professeurs chasse les chats,les professeurs a chassé les chats,fr,True
les chats soigne les hommes,les chats a soigné les hommes,fr,True
de vrouw ziet de vijand,de vrouw heeft de vijand gezien,nl,False
les femmes frappe les loups,les femmes a frappé les loups,fr,True
de muizen jaagt de mannen,de muizen heeft de mannen gejaagd,nl,True
le docteur attaque le renard,le docteur a attaqué le renard,fr,False
de leraars ziet de vrouwen,de leraars heeft de vrouwen gezien,nl,True
de aap helpt de jongen,de aap heeft de jongen geholpen,nl,False
de vriend jaagt de jongen,de vriend heeft de jongen gejaagd,nl,False
le garçon observe le ennemi,le garçon a observé le ennemi,fr,False
de hond troost de vos,de hond heeft de vos getroost,nl,False
de tijger valt de dokter,de tijger heeft de dokter aangevallen,nl,False
de paard redt de vos,de paard heeft de vos gered,nl,False
de katten slaat de olifanten,de katten heeft de olifanten geslagen,nl,True
le professeur regarde le renard,le professeur a regardé le renard,fr,False
les singes soigne les souris,les singes a soigné les souris,fr,True
les singes repousse les docteurs,les singes a repoussé les docteurs,fr,True
de jongens slaat de mannen,de jongens heeft de mannen geslagen,nl,True
le renard voit le ennemi,le renard a vu le ennemi,fr,False
de muizen zoent de honden,de muizen heeft de honden gezoend,nl,True
les tigres soigne les filles,les tigres a soigné les filles,fr,True
le éléphant voit le ami,le éléphant a vu le ami,fr,False
les docteurs cherche les oiseaux,les docteurs a cherché les oiseaux,fr,True
de leraar volgt de paard,de leraar heeft de paard gevolgd,nl,False
les éléphants soigne les loups,les éléphants a soigné les loups,fr,True
de kind mag de paard,de kind heeft de paard gemogen,nl,False
le enfant sauve le homme,le enfant a sauvé le homme,fr,False
de vogels ziet de mannen,de vogels heeft de mannen gezien,nl,True
de honden eet de vrouwen,de honden heeft de vrouwen gegeten,nl,True
de kinderen jaagt de leeuwen,de kinderen heeft de leeuwen gejaagd,nl,True
de muis helpt de meisje,de muis heeft de meisje geholpen,nl,False
les enfants poursuit les docteurs,les enfants a poursuivi les docteurs,fr,True
les souris mange les amis,les souris a mangé les amis,fr,True
les ennemis observe les docteurs,les ennemis a observé les docteurs,fr,True
le loup cherche le homme,le loup a cherché le homme,fr,False
les éléphants repousse les loups,les éléphants a repoussé les loups,fr,True
le docteur cherche le professeur,le docteur a cherché le professeur,fr,False
de tijgers mag de olifanten,de tijgers heeft de olifanten gemogen,nl,True
de vrienden helpt de vijanden,de vrienden heeft de vijanden geholpen,nl,True
les hommes poursuit les loups,les hommes a poursuivi les loups,fr,True
les oiseaux réconforte les chiens,les oiseaux a réconforté les chiens,fr,True
les tigres sauve les hommes,les tigres a sauvé les hommes,fr,True
le renard poursuit le cheval,le renard a poursuivi le cheval,fr,False
les souris suit les loups,les souris a suivi les loups,fr,True
de vijand redt de vogel,de vijand heeft de vogel gered,nl,False
le docteur sauve le oiseau,le docteur a sauvé le oiseau,fr,False
de katten zoent de tijgers,de katten heeft de tijgers gezoend,nl,True
les hommes aime les chiens,les hommes a aimé les chiens,fr,True
le renard mange le fille,le renard a mangé le fille,fr,False
de olifanten draagt de leraars,de olifanten heeft de leraars gedragen,nl,True
de vogels mag de katten,de vogels heeft de katten gemogen,nl,True
les ennemis aime les filles,les ennemis a aimé les filles,fr,True
de dokter verzorgt de vriend,de dokter heeft de vriend verzorgd,nl,False
les loups attaque les renards,les loups a attaqué les renards,fr,True
le loup regarde le oiseau,le loup a regardé le oiseau,fr,False
de leraar troost de kind,de leraar heeft de kind getroost,nl,False
de leeuw eet de aap,de leeuw heeft de aap gegeten,nl,False
les renards poursuit les amis,les renards a poursuivi les amis,fr,True
de dokters jaagt de leraars,de dokters heeft de leraars gejaagd,nl,True
les souris sauve les éléphants,les souris a sauvé les éléphants,fr,True
de vijand bekijkt de hond,de vijand heeft de hond bekeken,nl,False
les hommes regarde les chevaux,les hommes a regardé les chevaux,fr,True
le ennemi regarde le renard,le ennemi a regardé le renard,fr,False
les chevaux chasse les oiseaux,les chevaux a chassé les oiseaux,fr,True
les souris repousse les filles,les souris a repoussé les filles,fr,True
de apen zoekt de dokters,de apen heeft de dokters gezocht,nl,True
le singe mange le cheval,le singe a mangé le cheval,fr,False
les chevaux attaque les ennemis,les chevaux a attaqué les ennemis,fr,True
les chiens voit les filles,les chiens a vu les filles,fr,True
les enfants cherche les loups,les enfants a cherché les loups,fr,True
les garçons porte les docteurs,les garçons a porté les docteurs,fr,True
de paarden jaagt de olifanten,de paarden heeft de olifanten gejaagd,nl,True
de apen bekijkt de muizen,de apen heeft de muizen bekeken,nl,True
de vrouw observeert de meisje,de vrouw heeft de meisje geobserveerd,nl,False
de olifanten achtervolgt de honden,de olifanten heeft de honden achtervolgd,nl,True
les chats voit les femmes,les chats a vu les femmes,fr,True
de kinderen volgt de leraars,de kinderen heeft de leraars gevolgd,nl,True
les éléphants aime les amis,les éléphants a aimé les amis,fr,True
de dokter jaagt de vrouw,de dokter heeft de vrouw gejaagd,nl,False
de jongen valt de dokter,de jongen heeft de dokter aangevallen,nl,False
de katten troost de vogels,de katten heeft de vogels getroost,nl,True
les docteurs chasse les chats,les docteurs a chassé les chats,fr,True
de vrouwen mag de honden,de vrouwen heeft de honden gemogen,nl,True
les femmes mange les souris,les femmes a mangé les souris,fr,True
les chevaux réconforte les tigres,les chevaux a réconforté les tigres,fr,True
de meisje eet de kat,de meisje heeft de kat gegeten,nl,False
les éléphants aide les professeurs,les éléphants a aidé les professeurs,fr,True
de vijanden duwt de muizen,de vijanden heeft de muizen geduwd,nl,True
de olifant eet de leeuw,de olifant heeft de leeuw gegeten,nl,False
de hond duwt de leeuw,de hond heeft de leeuw geduwd,nl,False
de vijand jaagt de aap,de vijand heeft de aap gejaagd,nl,False
les hommes aime les femmes,les hommes a aimé les femmes,fr,True
de mannen zoekt de vrouwen,de mannen heeft de vrouwen gezocht,nl,True
de vrienden jaagt de vrouwen,de vrienden heeft de vrouwen gejaagd,nl,True
de hond valt de kat,de hond heeft de kat aangevallen,nl,False
de leeuwen helpt de katten,de leeuwen heeft de katten geholpen,nl,True
le tigre frappe le loup,le tigre a frappé le loup,fr,False
les singes frappe les souris,les singes a frappé les souris,fr,True
de meisjes eet de olifanten,de meisjes heeft de olifanten gegeten,nl,True
de vrouw observeert de olifant,de vrouw heeft de olifant geobserveerd,nl,False
de vijand troost de jongen,de vijand heeft de jongen getroost,nl,False
le femme poursuit le enfant,le femme a poursuivi le enfant,fr,False
de jongen draagt de meisje,de jongen heeft de meisje gedragen,nl,False
de kind volgt de kat,de kind heeft de kat gevolgd,nl,False
le ennemi voit le loup,le ennemi a vu le loup,fr,False
les oiseaux sauve les tigres,les oiseaux a sauvé les tigres,fr,True
